Region,Persons per Sq. Km
PAKA,28
CHEMORIL,30
PAKA,26
SILALE,31
KAPEDO EAST,13
NAKOKO,51
TANGULBEI,26
KOMOLION,20
KOMOLION,20
KOROSSI,22
KECHII,24
KOROSSI,18
NAKORETE,24
MAKUTANO,24
CHEMOIGUT,24
ORUS,26
KOKWOTOTO,26
MAKANY,20
ORUS,28
TANGULBEI,35
KADOKOI,25
TANGULBEI,40
LAKE BARINGO,-
LAKE BARINGO,-
LAKE BARINGO,-
LAKE BARINGO,-
LAIKIPIA,55
LAIKIPIA CENTRAL,78
LAMURIA,36
BAHATI,92
BAHATI,98
FURAHA,52
REHEMA,151
LAMURIA,21
LAMURIA,18
MWIREMIA,27
MAZINGIRA,97
BARAKA,94
MATHINGIRA,326
TETU,82
SIRIMA,86
KARUNGU,68
MUHONIA,77
MUTARO,127
MUNYAKA,72
MWITURIA,40
WAMURA,49
WITHARE,36
NGOBIT,90
KARIGU-INI,70
RUAI,124
NYAMBOGICHI,56
NYAMBOGICHI,85
SHALOM CANAAN,33
SUGUROI,95
WIYUMIRIRIE,443
WIYUMIRIRIE,469
NYAKIO,424
SWEET WATERS,519
MARURA,223
MARURA,223
RUAI,"1,537"
KILIMO,"1,537"
TIGITHI,141
TIGITHI,141
MATANYA,141
LAIKIPIA EAST,67
CENTRAL,81
MPALA,31
RUGUTU,31
NANYUKI,347
MAJENGO,"1,160"
THINGITHU,157
NTURUKUMA,868
LIKII,"3,268"
NTURUKUMA,413
SEGERA,17
NGARE NGIRO,20
SEGERA,17
DAIGA,53
ETHI,31
CHUMVI,22
ETHI,14
NGENIA,120
MURAMATI,43
KIMUGANDURA,37
MUKIMA,60
NAIBOR,39
UMANDE,132
KALALU,334
NYARIGINU,307
UMANDE,54
LAIKIPIA NORTH,14
KIRIMON,12
ILDIGIRI,14
TURA,14
ILMOTIOK,7
ILMOTIOK,31
IMPALA,2
OLOIBORSOIT,14
EWASO,44
KIRIMON,11
MUKOGODO,18
ILNGWESI,9
NGARENDARE,6
SANGA,12
ILPOLEI,17
ILPOLEI,17
MAKURIAN,32
ARJIJO,19
MAKURIAN,42
MUKOGODO,22
KURI KURI,22
MUMONYOT,29
MUMONYOT,36
SEEK,25
SIEKU,7
SIEKU,7
LAIKIPIA WEST,38
MUHOTETU,103
KARABA,69
KABAGE,65
KARABA,75
MELWA,117
MELWA,126
MURICHU,113
MUHOTETU,116
CHUNGUTI,124
MUHOTETU,113
OLMORAN,20
KIRIMA,47
NDONYO-LOIP,60
GITHIMA,36
LONYEK,18
KARIWO,34
LONYEK,14
MAGADI,51
MAGADI,51
OLMORAN,15
KAHUHO,44
OLMORAN,11
RUMURUTI,35
LORIEN,78
KAPKURES,132
LORIEN,63
MUTARA,25
KIAMARIGA,146
MUTARA,12
NDURUMO,80
KAGAA,130
NDURUMO,69
RUMURUTI,205
MUTAMAIYU,75
RUMURUTI,276
SOSIAN,14
MAUNDU MERI,33
SOSIAN,4
THOME,25
MATHIRA,14
THOME,35
SIPILI,186
SIPILI,207
DIMCOM,194
KAHARATI,216
WANGWACHI,162
KABATI,158
KIRIKO,164
NYAHURURU,190
GITUAMBA,173
GITUAMBA,199
KARANDI,158
KIAMBOGO,270
KIAMBOGO,127
SIRIA (GATIRIMA),127
THIGIO,127
MUTHENGERA,228
KUNDARILLA,193
MUTHENGERA,267
MARMANET,120
GATERO,250
KAITI,185
MUNANDA,302
MARMANET,275
BONDENI,151
OLJABET,435
SALAMA,79
MURUKU,77
PESI,93
SALAMA,50
SIRON,122
KWANJIKU,404
SIRON,75
NGARUA,204
KINAMBA,320
KINAMBA,517
NDINDIKA,197
MATWIKU,167
MUTITU,212
MWENJE,139
MITHIGA,149
MITHIGA,120
NJORUA,196
NYAHURURU,253
IGWAMITI,247
LOSOGWA,364
SHAMANEI,156
MAHIANYU,140
KIANDEGE,206
MAHIANYU,96
MAINA,"1,482"
MAINA,"4,934"
NDURURUMO,676
MUTITU,96
NGORU,51
UASO NAROK,154
KIMORIOT,102
NYAHURURU,"1,795"
MANGUO,945
NDUNYU,"3,423"
NAKURU,288
GILGIL,172
ELEMENTAITA,136
KIAMBOGO,160
GITUAMBA,177
KIAMBOGO,151
KIPTANGWANYI,177
ELEMENTAITA,76
KIPTANGWANYI,338
KOILEL,101
KOILEL,146
OLE POLOS,84
OLE SIRWA,89
MITIMINGI,195
MITIMINGI,175
NDIBAI,241
OLJORAI,119
KAPKURES,69
KONGASIS,283
MOROP,137
TANGI TANO,124
NJERU,91
TANGI TANO,304
GILGIL,197
EBURRU,60
EBURRU,60
GILGIL,376
GILGIL,857
KIKOPEY,127
MBARUK,172
KASAMBARA,40
MBARUK,567
KARUNGA,169
GITARE,159
GITARE,159
KARUNGA,173
KARUNGA,195
LANGALANGA,161
KURESOI NORTH,283
KAMARA,322
KAMARA,206
KAMARA,"1,027"
MAU,118
SINENDET,300
MAU SUMMIT,389
KOIGE,416
MAU SUMMIT,296
SARAMBEI,499
NYOTA,321
LANGWENDA,248
NYOTA,427
OLBUMBU,281
SIRIKWA,426
SETKOTES,456
SIRIKWA,407
TEMOYETTA,270
CHEPTAGUM,319
IKUMBI,241
MURGIYENY,256
KURESOI,295
MKULIMA,288
LULUKWET,311
MAWINGU,266
TULWET,277
SOLIAT,292
TULWET,256
KIPTORORO,285
CHEMARE,300
CHEMATICH,240
KURESOI,333
KIPKEWA,310
KONGOI,313
KURESOI,391
MAU FOREST,-
MAU FOREST,-
MAU FOREST,-
KURESOI SOUTH,263
KERINGET,261
CHEBARAA,230
BARAGET,208
CHEBARA,254
CHEMANER,256
CHEMANER,241
CHEPALUNGU,266
KAPSIMBEIWO,279
KAPSIMBEIWO,279
KERINGET,299
KERINGET,368
MILIMET,309
SIWOT,207
KIPSONOI,237
KIPSONOI,234
TEGAT,239
SILIBWET,188
RIBOT,187
SILIBWET,189
TINET,263
KAPNANDA,273
TINET,248
OLENGURUONE,266
AMALO,303
AMALO,284
KIPTARAGON,328
CHEPTUECH,271
CHEPTUECH,257
IRONGO,292
EMITIK,323
EMITIK,347
KABUNGUNOT,296
KAPLAMAI,312
CHEPAKUNDI,302
KAPLAMAI,322
KIPTAGICH,223
ARORWET,218
CHEBOTOI,239
KIPTAGICH,223
SINENDET,219
AINAMOI,224
KOISEGUT,233
SINENDET,207
MOLO,324
ELBURGON,226
ARIMI,348
ARIMI,501
TEGAT,215
ELBURGON,962
ELBURGON,"4,181"
KAPSITA,204
MARIASHONI,92
KIPTUNGA,67
KITIRO,195
MARIASHONI,174
MUTAMAIYU,250
MUTAMAIYU,155
NDIMU,420
NDOSWA,167
KAPCHOLOLA,131
LAWINA,155
NDOSWA,261
MOLO CENTRAL,936
MATUMAINI,570
MATUMAINI,397
MICHINA,685
MOLO,"2,725"
MOLO,"1,966"
MUNJU,"3,942"
TAYARI,483
KIBUNJA,75
TAYARI,"2,356"
SACHANGWAN,488
KABIANGA,359
CHESOEN,505
KABIANGA,293
MUKINYAI,484
MIGAA,435
MUKINYAI,495
SACHANGWAN,704
SACHANGWAN,846
SOIN,551
TURI,334
CHANDERA,272
CHANDERA,321
KIRANGI,233
KIAMBIRIRIA,375
KIAMBIRIRIA,450
MONA,296
TURI,399
MICHATHA,393
TURI,404
NAIVASHA,181
KONGONI,99
MAIELLA,112
KONGONI,78
MAIELLA,138
MOINDABI,149
KIPKONYO,127
MOINDABI,183
NDABIBI,63
NDABIBI,63
MAAI MAHIU,111
LONGONOT,114
LONGONOT,58
MUNYU,324
MAAI MAHIU,109
KIJABE,358
SATELITE,30
NAIVASHA,200
HELLS GATE,200
MIRERA,403
OLKARIA,88
NAIVASHA CENTRAL,416
KARATI,109
GATAMAIYU,64
KARATI,192
KINUNGI,423
MARAIGUSHU,423
LAKEVIEW,"2,671"
LAKEVIEW,"2,671"
MALEWA,88
TARAMBETE,88
NAIVASHA EAST,414
KINAMBA,582
MUNUNGA,208
NAIVASHA TOWN,"1,351"
KABATI,"2,714"
SOKONI,718
LAKE NAIVASHA,
LAKE NAIVASHA,
LAKE NAIVASHA,
NAKURU EAST,840
LAKEVIEW,"14,338"
KIVUMBINI,"11,009"
KIVUMBINI,"11,394"
MANYANI,"10,706"
LANGALANGA,"18,433"
LAKEVIEW,"19,119"
LANGALANGA,"17,800"
LANET,"2,746"
FREE AREA,"4,852"
FREE AREA,"8,118"
MENENGAI,"4,055"
MOUNTAIN VIEW,"2,888"
KIRATINA,"4,074"
KIONDO,"1,271"
KIRATINA,"12,671"
LANET,"1,681"
LION HILL,"1,872"
MUGUGA,"1,682"
MWARIKI 'B',"1,569"
MUNICIPALITY,"6,123"
BONDENI,"8,896"
AFRAHA,"7,745"
BAHARINI,"12,540"
CENTRAL,"3,997"
BIASHARA,"1,327"
KABACHIA,"5,309"
LAKE NAKURU NATIONAL PARK,3
LAKE NAKURU NATIONAL PARK,3
LAKE NAKURU NATIONAL PARK,3
NAKURU NORTH,563
BAHATI,247
BAHATI,308
BAHATI,"1,870"
BIBIRIONI,147
CHANIA,210
KIRIMA,454
KIRIMA,287
WANYORORO,874
MUTUKANIO,227
KARUNGA,"1,380"
LAND MAWE,69
MUTUKANIO,825
NDUNGIRI,129
NDUNGIRI,129
OL BONATA,129
DUNDORI,706
DUNDORI,326
DUNDORI,"1,612"
MUGUMO,154
GITHIORO,463
GIACHON'GE,"1,125"
GITHIORO,335
MUGWATHI,564
LANET UMOJA,"1,879"
KIAMUNYEKI,"2,125"
MURUNYU,751
UMOJA,"3,609"
MERERONI,592
NDIMU NDEGE,499
NYONJORO,870
KIAMAINA,"1,217"
KABATINI,"1,144"
KABATINI,"1,001"
MWAKI MUGI,"1,254"
KIAMAINA,"1,875"
GITUAMBA,"1,967"
KIAMAINA,"1,740"
RURII,"3,531"
MENENGAI,"2,032"
RURII,"3,714"
WORKERS,"5,744"
THAYU,283
THAYU,430
WENDO,221
NAKURU WEST,"2,764"
BARUT,767
BARUT,796
BARUT,"1,210"
KELELWET,392
KIPSIMBOL,911
PARKVIEW,"1,243"
SOIMET,"1,232"
INGOBOR,364
INGOBOR,210
LALWET,926
KAPKURES,"1,957"
KAPKURES,"2,229"
MOGOON,"1,246"
KAPTEMBWO,"11,146"
KAPTEMBWO,"8,632"
KAPTEMBWO,"22,600"
TECHNOLOGY,"4,971"
MWARIKI A,"11,711"
GAME VIEW,"7,664"
MWARIKI A,"23,680"
RONDA,"17,433"
HESHIMA,"19,618"
RONDA,"15,933"
SHAABAB,"7,832"
GITHIMA,"7,026"
KENLANDS,"8,569"
VIWANDA,"1,428"
MILIMANI,653
MILIMANI,625
RAILWAYS,690
VIWANDA,"2,155"
LONDON,"2,813"
SOILO,490
VIWANDA,"1,986"
NJORO,341
KIHINGO,457
KIHINGO,482
KIHINGO,439
SUBUKU,562
LUSIRU,400
LUSIRU,297
MUGUMO-INI,502
LARE,259
BAGARIA,253
BAGARIA,276
KILO,218
GICHOBO,240
GICHOBO,290
SINENDET,207
KIANJOYA,375
KIANJOYA,416
MAHIGA,299
KIRIRI,295
NDULELE,310
NGANOINI,281
LARE,432
LARE,"1,830"
NGURIGA,258
MAJIMOTO,235
KAPYEMIT,245
MILIMANI,225
NAISHI,169
MUTHIGA,171
NAISHI,190
PWANI,153
MAU NAROK,322
LIKIA,381
LIKIA,"1,072"
NYANDIMU,160
MAU-NAROK,417
GATIMU,204
SIAPEI,585
MWISHO WA LAMI,200
MWISHO WA LAMI,357
TIPIS,95
SURURU,429
KIPTULEL,433
SEGUTIET,421
MAUCHE,220
KAPKEMBU,155
CHEBITET,157
KAPKEMBU,154
MAUCHE,145
MAUCHE,314
TACHASIS,76
TERET,220
LELECHWET,301
TERET,169
TUIYOTICH,513
LOITEPES,457
MOSOP,561
SIRIAT,559
NJORO,486
LOWER PIAVE,442
KAHUHO,488
SUBUKU,477
MIGAA,319
MUKUNGUGU,931
NJOKERIO,931
NESSUIT,321
MISIPEI,210
MUKUNGUGU,912
NESSUIT,302
SIGOTIK,364
NJORO,704
JEWATHU,"1,801"
NJORO,564
UPPER PIAVE,401
KIKAPU,401
PIAVE,401
RONGAI,202
KAMPI YA MOTO,139
BANITA,92
KOKWOMOI,106
MAJANI MINGI,77
KAMPI YA MOTO,193
KAMPI YA MOTO,548
KAPSETEK,73
MAKONGENI,136
ATHINAI,260
LOMOLO,50
MAKUTANO,165
MAKUTANO,133
MOROP,201
OLRONGAI,143
BARINA,104
MENENGAI,158
NGATA,306
KIAMUNYI,428
MERCY NJERI,241
OLIVE INN,"1,381"
MENENGAI,287
KAMUNGEI,598
MANGrgOU,189
NGATA,314
KIROBON,322
NGATA,305
OGILGEI,184
MILLIMANI,70
OGILGEI,449
RONGAI,246
BOROR,504
CHEPSEON,865
MATUIKU,162
LENGENET,202
LENGENET,188
MORICHO,240
RONGAI,184
GICHEHA,188
UMOJA,177
SUMEEK,274
MIMWAITA,321
SUMEEK,238
VISOI,217
KANDUTURA,346
KAPKWEN,152
SOLAI,157
MAJI TAMU,154
CHEMASIS,145
EMARANGISHU,164
RUIYOBEI,83
ARUSTO,78
LOWER SOLAI,87
SOLAI,231
ARUTANI,124
NYADUNDO,235
RUIRU,526
SUBUKIA,212
KABAZI,307
KABAZI,295
BARAKA,56
GITURA,262
KABAZI,590
RUGONGO,408
MUNANDA,324
EDGEWOOD,155
MAGOMANO,232
MUNANDA,601
MBOGOINI,129
LARI,120
LARI,121
MARANA,120
MWITEITHIA,77
GITUNDAGA,105
KOISAMO,60
OLMANYATTA,240
OGILGEI,212
SIMBOIYON,309
WIYUMIRIRIE,184
WASEGES,166
GAKINGI,247
NYAMAMITHI,124
SUBUKIA,278
ARASH,161
ARASH,650
TETU,85
SUBUKIA CENTRAL,270
KIANOE,304
MIHANGO,248
SUBUKIA EAST,785
MILIMANI,228
SUBUKIA EAST,"1,548"
WEI,209
NDONGA,146
WEI,336
NAROK,65
NAROK EAST,56
MAU,56
ENOOSUPUKIA,96
ENOOSUPUKIA,96
ILDAMAT,70
ILAISER,63
ILDAMAT,82
KEEKONYOKIE,142
KEEKONYOKIE,142
MOSIRO,18
ENKOIPAROT,16
KILONGISA,14
MOSIRO,33
OLOOLTUROT,12
NTULELE,105
NTULELE,105
OLETUKAT,16
ENARAMATISHOREKI,14
ENKORIKA,17
OLOLPIRONITO,66
ENOOSEYIA,116
OLOMBOKISHI,50
ONGATA NAADO,33
NTURUMETI,40
ONGATA NAADO,40
SOSIAN,15
SUSWA,43
OLESHARO,20
OLOIKARERE,68
SUSWA,70
NAROK NORTH,117
CENTRAL,122
ENTONTOL,67
ILEKAIKI,69
OLKINYEI,65
LOWER MELILI,227
NAISUYA,78
OLOPITO,210
TOWNSHIP,295
NKARETA,57
NKARETA,58
OLELESHUA,56
OLCHORRO,97
OLCHORRO,91
PARKARARA,106
SIYIAPEI,65
SIYIAPEI,60
SONKORO,75
UPPER MELILI,88
ENAIBOR AJIJIK,37
SAKUTIEK,135
OLOKURTO,109
EMPATIPAT,130
EMPATIPAT,130
ENABELBEL,159
ENENGETIA,173
KISIRIRI,141
ENTIYANI,135
ENTIYANI,136
ILKIREMISHO,134
ILMOLELIAN,154
ILTUATI,119
OLOLONGOI,116
ILIKIAI,99
OLOLONGOI,134
NAITUYUPAKI,57
NAITUYUPAKI,57
OLOKURTO,107
NKOKOLANI,116
OLOKURTO,105
OLOROPIL,88
OLOROPIL,88
OLPUSIMORU,158
KAMURAR,101
OLENGAPE,145
OLMARIKO,289
OLPUSIMORU,242
TOPOTI,73
TOPOTI,73
NAROK SOUTH,52
LOITA,24
ENTASEKERA,24
ENTASEKERA,24
ILKERIN,25
ILMARAI,24
NKOPON,29
MORIJO LOITA,21
MORIJO LOITA,25
OLNGARUA,15
OLMESUTIE,41
IMARTIN,33
OLMESUTIE,46
OLORTE,20
MAUSA,18
OLORTE,22
OLOLULUNGA,136
EDONYO NGIRO,135
EDONYO NGIRO,186
ERETETI,128
NKOBEN,37
MELELO,132
MELELO,132
OLASHAPANI,203
OLASHAPANI,203
OLKIRIANE,29
OLKIRIANE,29
OLOLULUNGA,88
OLOLULUNGA,88
SAGAMIAN,325
SAGAMIAN,398
TENDWET,245
SOGOO,333
NKARONI,304
SOGOO,366
OSUPUKO,27
ELANGATA ENTERIT,21
ELANGATA ENTERIT,18
ENKUTOTO,26
MAJI MOTO,21
ENKIU,20
MAJIMOTO,23
NAROOSURA,56
ENTUROTO,43
NAROOSURA,80
OLOIROWUA,40
NTUKA,21
NKIMPA,19
NTUKA,22
OLENKULUO,23
OLENKULUO,17
OLNDONYO RASHA,30
NAROK WEST,35
LEMEK,26
LEMEK,26
LEMEK,26
MARA,22
AITONG,25
AITONG,33
MARARIANTA,16
KOYIAKI,13
SEKENANI,61
TALEK,9
NAIKARRA,27
ENTARODA,21
LESHUTA,33
NAIKARRA,26
OLDERKESI,38
ESOIT,47
OLDERKESI,29
OLKINYEI,18
ENDONYO RASHA,18
OLKINYEI,19
SIANA,27
MEGWARA,34
NKOILALE,16
SIANA,39
MULOT,193
ENELERAI,225
ENELERAI,195
RONGENA,253
ILMOTIOK,308
ILMOTIOK,301
MOGOIYWET,332
KUTO,482
KUTO,482
MULOT,333
MULOT,407
NGIITO,315
OLCHOROOIROWUA,230
NKORKORRI,60
NKORKORRI,60
TRANS MARA EAST,359
EMURUA DIKIRR,349
EMURUA DIKIRR,377
CHEMAMIT,403
EMURUA DIKIRR,367
KAPSASIAN,343
KABOLECHO,444
KAPSASIAN,358
KIRIBWET,287
MOGOR,342
MOGONDO,369
MOGOR,320
MURKAN,331
ILKERIN,331
OLOLMASANI,390
NJIPISHIP,406
KAPKOROS,438
NDAMAMA,391
NJIPISHIP,372
OLOLMASANI,375
ABOSSI,358
OLOLMASANI,400
TRANS MARA WEST,97
ANGATA BARRIKOI,192
ANGATA BARRIKOI,311
ANGATA BARRIKOI,560
CHELCHEL,201
NGENDALEL,328
MASHANGWA,69
MAGINA,24
MASHANGWA,106
OLDONYO-OROK,335
KONDAMET,347
OLDONYO-OROK,325
KEIYAN,108
ISAMPIN,181
ELANGATA-OSAEN,239
ISAMPIN,111
MASURURA,77
MASURURA,77
NDONYO,82
KIIKAT,84
NAAROLONG,80
NKARARO,147
ILDOLISHO,116
NENTEKENY,97
NKARARO,407
OLOONTARE,71
ILPASHIRE,66
NTUKA,119
OLOONTARE,56
SIKAWA,82
OLDANYATI,93
SIKAWA,73
MOITA,112
MOITA,112
ENOOSAEN,168
ENOOSAEN,228
MAPASHI,119
KILGORIS,179
OLALUI,113
ILMESHUKI,64
MUKULELTA,288
OLALUI,110
OLOIBOR-SOITO,399
OLOIBOR-SOITO,399
OLOLCHANI,402
ENDONYO-NKOPIT,215
LEPOLOSI,870
OLOLCHANI,202
OLOMISMIS,121
OLENGOLOTO,108
OLOSENTU,114
OLOMISMIS,144
OSINONI,90
NYASITA,77
OSINONI,104
OSUPUKO,217
NARONYO,277
OSUPUKO,179
POROKO,293
NAKUIYANA,348
POROKO,262
SHANKOE,150
ENAENYIENY,129
OLEREKO,163
SHANKOE,168
KIRINDON,35
EMARTI,116
EMARTI,116
ESOIT-NAIBOR,68
ESOIT-NAIBOR,117
PUSANKI,31
SITOKA,54
KIMINTET,15
KIRINDON,79
OLOOLOLO,7
NTULELE,110
NTULELE,110
LOLGORIAN,82
ENKOIPERIAI,50
ENKOIPERIAI,50
SITETI,51
ISOKON,119
IRONKENI,96
KERINKANI,155
MOYOI,118
LOLGORIAN,257
OLKILORITI,91
OLMOTONYI,69
OLOIRIEN,49
KAWAI,43
OLOOLMONGI,52
PIRRAR,166
KAPUNE,239
KAPUNE,312
SIRUA-AULO,216
MEGUARRA,197
MEGUARRA,213
ROMOSHA,177
ORONKAI,132
MEDUNGI,100
ORONKAI,125
PIMBINIET,208
SHARTUKA,136
ENKOSIPA,171
SHARTUKA,117
MAU FOREST,
MAU FOREST,
MAU FOREST,
MAU FOREST,
KAJIADO,51
ISINYA,196
ISINYA,114
ISINYA,103
ENKIRGIRRI,162
OLMERUI,19
KISAJU,110
KISAJU,110
OLOOSIDAN,144
KORROMPOI,282
OLOOSIDAN,60
KITENGELA,765
KITENGELA,718
KITENGELA,94
NOONKOPIR,"5,743"
OLOOLOITIKOSHI,805
ILKEEK LEMEDUNGI,"2,945"
OLOOLOITIKOSHI,49
OLOOSIRKON,88
OLOOSIRKON,130
EMAKOKO,47
OLOOLTEPES,201
OLOOSIRKON,170
SHOLINKE,40
NOOMPOPONG,43
SHOLINKE,36
OLTUROTO,19
ILPOLOSAT,15
ILPOLOSAT,13
OSEWAN,20
OLTUROTO,29
EMPUYIANKAT,17
OLTUROTO,40
KAJIADO CENTRAL,38
BISSIL,29
EMOTOROKI,18
OLCHORO OIBOR,17
OLOORMONGI,19
ILBISSIL,62
ILBISSIL,342
LENKISHON,25
OLEPOLOS,20
ILMARBA,31
ESEKI,27
ILMARBA,33
LORNGUSUA,27
LORNGOSUA,24
OITI,29
MAPARASHA,27
OLMOLELIANI,27
OLOILILAI,28
ILPARTIMARO,34
OLOILILAI,24
OSILALEI,26
OLKERIAI,26
RUANCHE,18
ORMAEDA,20
RUANCHE,18
CENTRAL,71
NKOILE,45
NKOILE,45
ENKARONI,39
ENKARONI,37
ISIAIT,40
NALEPO,39
ILDAMAT,31
ESOKOTA,26
OLKILORITI,35
ILNGOSUAN,60
ILNGOSUAN,60
IMPIRO,45
IMPIRO,39
INKINYIE,71
KAJIADO TOWNSHIP,"2,348"
HOSPITAL,567
MAJENGO,"3,457"
MARKET,"3,628"
KUMPA,40
KUMPA,40
OLOOYIAN KALANI,29
OLOOYIAN KALANI,21
OLOOSUYIAN,36
SAJILONI,51
INKIWACHANI,22
ISEURI,102
SAJILONI,44
ENKORIKA,29
ENKORIKA,28
ENKORIKA,28
ISILALE,37
ISILALE,37
KIKURRO,26
KIKURRO,24
MALILIMA,32
OLOBELBEL,28
OLEMURAKAT,26
PELEWA,34
OLOOTULUGUM,28
OLGIRA,28
OLOOTULUGUM,27
ORINIE,36
ORINIE,36
NAMANGA,35
ELENUATA,18
ELENUATA,18
KUMPA,26
INKIITO,26
KUMPA,26
MAILUA,15
MAILWA,18
SERE,12
METO,27
METO,27
NAMANGA,119
NAMANGA,445
OLOOLAROI,33
NOOSIKITOK,26
NOOSIKITOK,26
OLDONYIO OROK,24
ENGABOLI,31
OLDONYIO OROK,20
OLOIRIMIRIMI,39
NAIRRABALA,37
OLOIRIMIRIMI,40
KAJIADO NORTH,"2,773"
NGONG,"1,799"
EMBULBUL,"3,481"
EMBULBUL,"7,087"
KERARAPON,"1,333"
LEKURRUKI,892
LEKURRUKI,"1,108"
UPPER MATASIA,759
NGONG,"2,822"
ENCHORRO-EMUNYI,"1,962"
NGONG TOWNSHIP,"6,159"
OLKERI,"1,669"
LOWER MATASIA,"1,186"
OLKERI,"1,038"
OLOOSURUTIA,"3,543"
UPPER NKOROI,"1,599"
OLOOLUA,"1,674"
OLEPOLOS,"3,572"
OLOOLUA,"1,231"
ONGATA RONGAI,"4,527"
KANDISI,"3,553"
EMPAKASI,"3,967"
KANDISI,"3,211"
LEMELEPO,"1,679"
KAHUHO,"2,029"
LOWER NKOROI,"1,484"
NKAIMURUNYA,"16,866"
KWARE,"20,566"
MOSOI RANGE,"14,546"
OLE KASASI,"1,632"
OLE KASASI,"1,418"
SCHEME 6,"2,249"
ONGATA RONGAI,"10,379"
ENTOMOTO,"7,041"
LAISER HILL,"9,713"
ONGATA RONGAI,"12,335"
KAJIADO WEST,23
EWUASO KEDONG,34
ESONORUA,9
ESONORUA EAST,11
ESONORUA WEST,6
KEEKONYOKIE NORTH,42
INKIUSHIN,71
KISHARU,13
OLGUMI,37
KEEKONYOKIE SOUTH,31
INCHOROI,29
INKIITO,30
KISAJU,33
OLOYIANKALANI,32
MOSIRO,12
EMBALMBAL,8
OLDEPE,13
OLDORKO,30
OLCHORO-ONYORI,149
KIPETO,59
NAROMORU,305
OLOIRIEN,83
OLCHORO-ONYORI,103
OLOOLOITIKOISHI,70
ENTASHART,58
KIMUKA,81
OLOSHO-OIBOR,43
KEEKONYOKIE CENTRAL,19
KISAMIS,19
LOODARIAKI,19
KEEKONYOKIE WEST,11
EREMIT,10
OLTEPESI,12
KIBIKO,758
EMMANYATTA,"1,019"
KIBIKO,526
KISERIAN,920
NASERIAN,"2,909"
OLTEYANI,246
NAJILE,18
ENKORIKA,12
EWUASO,26
OLENTOKO,23
SAIKERI,27
OLMAROROI,27
SAIKERI,27
LOODOKILANI,15
ELANGATA WUAS,28
ELANGATA WUAS,40
ILOSHON,20
KILONITO,14
INDUPA,18
KILONITO,12
LOODOKILANI,29
ESAMPUKIKE,21
KARERO,28
LOODOKILANI,39
OLTEPESI,14
IYARAT,14
TOROKA,14
SINGIRAINE,7
INAUDOT,24
SINGIRAINE,5
TOROSEI,13
EMUKUTANI,12
INDEPEN,7
TOROSEI,16
MAGADI,13
MAGADI,18
ILUANAT,15
MAGADI,35
OLKERI,11
MUSENKE,13
LORNG'OSUA,34
MUSENKE,11
OLDONYO-NYOKIE,9
KOORA,9
NKEEK PUSI,5
OLDONYO-NYOKIE,16
OLKIRAMATIAN EAST,7
OLDORKO,6
OLKIRAMATIAN,10
OLKIRAMATIAN WEST,30
ENTASOPIA,20
NGURMAN,23
OLCHORO LEPO,97
SHOMPOLE EAST,11
ENDOINYO-OLASHO,7
LENKOBEI,10
OLOIKA,21
SHOMPOLE WEST,15
PAKASE,16
SHOMPOLE,14
LOITOKITOK,30
CENTRAL,35
AMBOSELI,11
AMBOSELI,12
ENKONGU NAROK,9
ENTONET,42
ENTONET,74
IMISIGIYO,6
ILTITAL,17
ILTITAL,17
OYARATA,17
KUKU,55
ENKUSERO,36
INKISANJANI,88
OLCHORRO,123
ILMEDOTI,60
OLCHORRO,379
OLOOLOPON,294
NKAMA,219
OLOOLOPON,343
OLORIKA,28
CHYULU,144
ELENGATA ENKIMA,27
OLORIKA,21
KIMANA,29
ENKARIAK/ RONKENA,45
ENKARIAK/ RONKENA,119
LEMONG'O,16
ISINET,48
ISINET,94
ORNGOSUA,23
KIMANA,163
KIMANA,235
NAMELOK,110
MBRIKANI,37
MBIRIKANI,15
NKOROSHONI,142
OLTIASIKA,6
ILCHALAI,15
OLDONYO-WUAS,5
OLTIASIKA,4
LENKISIM,7
ESELENKEI,9
ESELENKEI,11
KISERIAN,6
LENKISIM,6
LENKISEM,5
LOOLAKIR,6
OLGULULUI,7
ELUAI,5
OLGULULUI,8
ROMBO,96
ENTARARA,200
ENTARARA,112
ILLASIT,348
NJUKINA,78
ELARAI,103
NJUKINI,49
ROMBO,63
OLGIRRA,30
ROMBO,119
MASHUURU,29
KENYEWA,28
ILMUKTANI,19
ESELENKEI,18
SUNDE,20
IMBUKO,14
KUNCHU,15
IMBUKO,14
KENYEWA,26
KIBOKO,29
MASIMBA,20
MERRUESHI,16
MERRUESHI,16
NKAMA,41
SULTAN HAMUD,57
NKAMA,22
POKA,42
EMALI,56
IMBILIN,19
MASHUURU,29
ARROI,29
ARROI,20
LESONKOYO,44
EMARTI,13
EMARTI,13
ILMUNKUSH,40
ERANKAU,45
ILMAMEN,36
IMARORO,33
KILOH,33
MASHUURU,25
MASHUURU,27
ENTEPESI,23
KERICHO,370
BELGUT,549
BELGUT,675
KABOROK,698
KABOROK,660
KAPKOKWON,784
KAPSUSER,891
KAKIPTUI,737
KAPSUSER,987
KAPTOBOITI,657
CHERONGET,633
KAPTOBOITI,674
KIPKOIYAN,702
BORBORWET,855
KIPKOIYAN,581
KIPSOLU,591
AINAPKOI,669
KIPSOLU,530
WALDAI,652
KEBEN,713
KOITALEL,754
SOSIOT,526
KABIANGA,450
CHAIK,204
CHEMOGONDAY,207
KIPTETAN,197
CHEMAMUL,715
